user_id,federal_tax_bracket_percent,employment_status,liquidity_needs,total_net_worth_range,age,uuid,risk_level
1700750,25.0,EMPLOYED,0.5,0.0,30,1d94bb30-aa44-4089-a11d-aba169a85588,2
1700826,28.0,EMPLOYED,0.0,1.0,33,16a700fc-68f4-4e61-ad6c-08b638494152,3
1700912,28.0,EMPLOYED,0.0,0.25,37,4146fb55-e02b-4f4c-bf36-0ac3734c4388,2
1701001,25.0,EMPLOYED,1.0,0.0,48,2200c775-186d-46fa-8f6d-f283322ee032,1
1701143,15.0,UNEMPLOYED,1.0,0.0,46,4da07e59-db5c-4802-8c88-e831ef45a96d,1
1701352,25.0,EMPLOYED,0.0,0.5,40,2d282162-41d0-4010-b43e-0337acbff495,2
1701472,28.0,EMPLOYED,0.0,0.0,29,235b6148-643f-406d-b001-344273ecfd4f,2
1701477,15.0,EMPLOYED,0.5,0.25,23,3836bb25-4b63-42dc-ad01-d5f4732fce27,2
1701503,25.0,EMPLOYED,0.0,0.25,52,3bc8e499-0bf8-4240-a2b2-f7b97cb8a9b5,2
1701525,15.0,EMPLOYED,0.0,0.0,34,25553ba8-057f-49f1-90d9-dbae19ea0825,1
1701566,25.0,EMPLOYED,0.5,0.25,33,41d2cb22-93de-4323-b529-ad444739ae26,2
1701678,15.0,STUDENT,1.0,0.25,26,12efbefd-4126-465c-aa4f-1fd0452b1222,1
1701706,15.0,UNEMPLOYED,1.0,0.0,26,495c148d-d754-44fc-8fd3-266cf6190490,1
1702039,15.0,EMPLOYED,0.5,0.0,32,27b528fd-4967-46c9-8fea-17dfc5a4f7bb,1
1702142,25.0,EMPLOYED,0.0,0.5,30,2d87db5d-1ace-41c8-b1b1-ef8dcd4fdc5b,2
1702166,28.0,EMPLOYED,0.5,0.5,27,30181671-1a35-4d01-8a28-0ff36b48d485,2
1702363,15.0,UNEMPLOYED,0.0,0.0,22,33bd6102-799b-4227-9eb0-645b615c161b,1
1702399,25.0,EMPLOYED,0.5,0.0,24,2b59b06c-1c86-4c7e-8ab7-1b98d49d6e9e,2
1702525,28.0,EMPLOYED,0.0,1.0,30,264e8c52-c356-403a-b3c6-7bdb936a41ae,3
1702583,25.0,EMPLOYED,0.5,0.0,25,485efa3c-97cf-4abc-841a-ce053d983a67,2
1702626,25.0,EMPLOYED,0.5,0.5,48,1fb94633-b11b-449f-b64e-7d6867a7fc4b,2
1702763,28.0,EMPLOYED,1.0,1.0,29,4f94df26-9d54-4820-a897-fb6f7971859f,2
1702883,28.0,EMPLOYED,0.5,0.25,44,302cd009-6078-403d-9455-b75b53c2b696,2
1702898,28.0,EMPLOYED,0.5,0.25,41,1d5e0704-8e8b-493a-ba20-a19163b96497,2
1702972,25.0,EMPLOYED,0.5,0.0,41,439a0d86-6bfe-4e64-ba87-5c0c0e9b6a62,2
1703080,25.0,EMPLOYED,1.0,0.5,28,3eea15f3-fa69-4141-9a25-8758d9935d5f,2
1703100,28.0,EMPLOYED,0.0,0.75,29,35b9c5a7-0c57-4738-a7a9-501d348e68f9,3
1703111,25.0,EMPLOYED,0.0,0.25,45,2578fe36-f92d-4375-b4b8-5bb9a0012695,2
1703305,15.0,UNEMPLOYED,0.0,0.0,24,497951f3-af75-42bf-813e-c1f181f64a94,1
1703856,28.0,EMPLOYED,0.5,0.75,33,414181ad-2096-4dde-b58b-60a00df4878c,3
1703881,25.0,EMPLOYED,0.0,0.5,35,1bf7471b-9996-435b-aeb4-3dc4f282d0c7,2
1703962,25.0,EMPLOYED,0.5,0.25,27,3e06a22f-8bb5-45a5-9cd0-56b7eb675383,2
1704106,15.0,STUDENT,1.0,0.0,20,2ddcce29-b3a3-4aa4-bd70-22d8942957ed,1
1704161,15.0,EMPLOYED,0.5,0.25,29,36992ef6-28f6-4a6f-9298-e9bf2132fdfe,2
1704175,25.0,EMPLOYED,0.0,0.0,26,2591acbc-59eb-4708-8e56-3ad43a2fe388,2
1704216,28.0,EMPLOYED,0.0,0.25,28,21df95b8-75cf-489a-bc8e-896c0acb6a15,2
1704224,25.0,EMPLOYED,0.5,0.0,32,2a9a8b6e-13d8-4287-adba-4619690f1f1d,2
1704397,25.0,EMPLOYED,1.0,0.5,40,1aec4a57-2fa1-43f7-9a06-28bf2ae1fbcb,2
1704416,28.0,EMPLOYED,0.5,1.0,34,4232fbc7-e2b7-4f7a-9f49-1fed10afe1b7,3
1704568,15.0,EMPLOYED,0.5,0.0,29,37d715a0-10bc-4f3c-8ded-ef012a16f251,1
1704618,15.0,UNEMPLOYED,1.0,0.25,33,1202e7cb-91a4-4e56-94d1-8318f616ac5b,1
1704676,25.0,EMPLOYED,0.5,0.25,33,46ebe1f0-4db4-4a09-be04-01e8498077ed,2
1704679,28.0,EMPLOYED,0.5,0.25,26,1679e4c5-3ad8-4f57-96ff-2b0367ecb4f0,2
1704686,28.0,EMPLOYED,0.5,1.0,44,20336af3-21e9-4255-9e5d-436a705a98d5,2
1704708,28.0,EMPLOYED,0.0,0.0,45,1e7f9c77-7b19-4f89-bb09-44257443a24b,2
1704773,15.0,EMPLOYED,1.0,0.0,22,47f3ae42-62d5-493e-af9a-a3111058a3c7,1
1704979,25.0,EMPLOYED,0.0,0.0,34,3cfbaa45-5f22-43a2-8a91-24c275a331c1,2
1705283,25.0,EMPLOYED,0.5,0.0,26,14a69c65-82dd-4353-9eaa-ff04ee480209,2
1705399,25.0,EMPLOYED,1.0,0.25,25,46aeb08f-4474-4853-bc42-47cd43da94a7,2
1705430,28.0,EMPLOYED,1.0,1.0,49,1f64c1fa-051d-41eb-aa10-9ca7f722139b,2
1705468,28.0,EMPLOYED,0.5,0.25,37,29bf8e2f-0e44-40cc-8344-d83211b9b25b,2
1705627,25.0,EMPLOYED,1.0,0.25,29,10909cc5-9464-4aa1-a94e-2ea2b37f0290,2
1706160,25.0,STUDENT,0.5,0.5,35,42375e6a-ef55-4d20-8d19-20be73c5e554,2
1706224,28.0,EMPLOYED,1.0,1.0,41,4e579a37-5914-40c0-82e2-dfafbce9dbed,2
1706243,28.0,EMPLOYED,0.5,0.5,46,13505b58-e2d9-4d8e-97cd-a2a47f90295a,2
1706294,25.0,EMPLOYED,0.0,0.5,43,1a0eca48-8ef5-444c-a954-2b43c85f5765,2
1706383,25.0,EMPLOYED,0.5,0.25,31,3a25b334-5a53-434d-84aa-e0cb28c4f110,2
1706422,25.0,STUDENT,0.0,0.0,38,28aa101c-6023-4698-ab17-7918d4fa81ba,2
1706462,28.0,EMPLOYED,0.5,0.25,33,1a24a36d-437a-4545-b77a-0e481cb73862,2
1706547,15.0,EMPLOYED,0.5,0.0,31,27eaad76-14b2-426a-ae49-ff17907a9092,1
1706559,15.0,EMPLOYED,0.5,0.25,26,471dd6f4-682c-4440-af90-ae84aef2afa0,2
1706600,25.0,EMPLOYED,0.5,0.0,22,131fc54a-496a-4e3a-9806-4f3084a2787e,2
1706745,28.0,EMPLOYED,0.0,0.5,44,1a26b8f6-eb17-4cf4-a92f-5821265f9ac6,2
1707000,28.0,EMPLOYED,0.5,0.0,30,22c3e21e-9786-4c37-b6b4-a8954c4dfd49,2
1707010,15.0,UNEMPLOYED,1.0,0.0,31,23d0f8cb-52e1-4edd-bc32-d90822faa91e,1
1707059,28.0,EMPLOYED,0.5,0.0,34,4600268c-596d-4ee9-94cc-a0f5bb58a96e,2
1707117,25.0,EMPLOYED,1.0,0.25,36,132a3849-f7bf-419c-9ea4-eb013a7c3d05,2
1707131,25.0,EMPLOYED,0.0,0.0,37,1be81a43-2690-410e-8862-64d18c3276e2,2
1707168,28.0,EMPLOYED,0.0,0.5,46,300396eb-b584-4715-912d-0e9e3a27a067,2
1707224,25.0,EMPLOYED,0.5,0.0,24,27f3e4b2-d10a-4fb5-b9d1-f0509622dd28,2
1707237,25.0,EMPLOYED,0.5,0.75,25,34283b29-dedb-4bfa-9134-2de91c64ff52,2
1707375,15.0,EMPLOYED,0.5,1.0,44,2e628087-4a2a-4266-b940-65aba9180b76,2
1707410,25.0,EMPLOYED,0.0,0.75,49,2810af87-39d2-4010-8c4c-9bfb867be72a,2
1707610,28.0,EMPLOYED,0.0,0.25,24,42d918f7-757d-4e2a-bf45-20646b1f7d3c,3
1707688,28.0,EMPLOYED,0.0,0.75,54,40bceee3-6c17-4ee7-8a33-ad92283bcf6f,2
1707718,28.0,EMPLOYED,0.0,0.0,34,36211c22-2f6c-44c0-9f18-056b424b5e6c,2
1707728,15.0,STUDENT,0.0,0.25,24,41132041-f632-4b6e-9f65-243c5fcf1049,2
1707866,25.0,EMPLOYED,0.5,0.5,40,324d66dd-0b45-40c7-a11a-6add4ce86781,2
1707867,28.0,EMPLOYED,0.5,0.0,28,2e51261e-3801-4174-b2dd-74bd153784fa,2
1707906,25.0,EMPLOYED,0.5,0.0,33,100593cf-ae58-4149-ae08-4ef8df7647e7,2
1707967,28.0,EMPLOYED,0.5,0.75,33,411b6a92-0c53-45d6-b8ac-503e8520b584,2
1708079,25.0,EMPLOYED,0.5,0.25,45,3a13999a-1ae3-4032-8848-ccc6fff0fec0,2
1708182,28.0,EMPLOYED,0.0,0.25,39,4b2e6d0d-8221-4900-9916-3fb5d9cd436e,2
1708245,15.0,EMPLOYED,0.0,0.0,31,13d4053e-8e91-4d41-a179-042ec1dbaaa6,1
1708294,28.0,EMPLOYED,0.0,1.0,43,44a477b4-7495-4560-ab80-fbec86fede2d,3
1708411,28.0,EMPLOYED,0.5,0.5,43,3420de54-9858-455b-9a34-5e2f069ec8c8,2
1708475,28.0,EMPLOYED,1.0,0.25,27,378a0cb5-1412-4156-b3cf-52e49fa2881e,2
1708561,25.0,EMPLOYED,0.0,0.25,39,48e70dae-42c3-4b7c-a42d-3bcee8a61de9,2
1708582,28.0,EMPLOYED,0.5,0.25,44,3c91375e-65a8-48fe-a4df-2286420e9e2b,2
1708648,28.0,EMPLOYED,1.0,0.0,34,34007282-4d6e-4a0f-89b9-08d8817ddd81,1
1708853,25.0,EMPLOYED,0.5,0.0,28,1d47eb71-45a5-46ec-ae05-ab8476f0d395,2
1708969,15.0,EMPLOYED,0.0,0.0,34,4620454d-5ba6-4705-97b7-56aac7f8fb15,1
1709011,25.0,EMPLOYED,1.0,0.25,29,379f6e40-604c-49e5-8b8f-7a78e868368b,2
1709325,28.0,EMPLOYED,0.5,0.25,25,12ca0128-9b09-49ce-a073-0d89a3f2ec52,2
1709466,28.0,EMPLOYED,0.0,0.75,31,45541e83-f37a-47c8-89f2-f7c54a7db3ef,3
1709485,25.0,EMPLOYED,0.0,1.0,31,198d675e-08cf-4dd1-80ec-a22afc21cd54,2
1709730,15.0,RETIRED,0.0,0.25,49,2af1e327-b53d-4052-96e8-b0f080d30c11,2
1709765,15.0,EMPLOYED,0.5,0.25,48,442dc9d2-158c-4c30-8db5-53ab6fea3420,2
1709925,15.0,EMPLOYED,0.0,0.0,28,47efa3e6-f945-4d11-81cd-7496619e246b,1
1709943,28.0,EMPLOYED,0.0,0.75,55,3938ab42-ae76-4db8-8e45-204be07080cb,2
1710008,28.0,EMPLOYED,0.5,0.25,27,4cc7d51b-26c5-4008-a7d8-26c328b12926,2
1710043,28.0,EMPLOYED,0.0,0.25,44,1049a8d5-1915-4a40-8316-4d9e5906a7a4,2
1710085,28.0,EMPLOYED,1.0,0.5,30,21b7eca7-1835-4d40-b98d-9e958e466f3b,2
1710135,25.0,EMPLOYED,0.0,0.0,29,4b4747f3-ecdb-489c-b72c-4c41d3fedbb2,2
1710537,25.0,EMPLOYED,0.5,0.0,34,2d7d9d1c-e9c0-4ce2-a93b-f2ccc9426f8b,2
1710683,25.0,STUDENT,0.5,0.75,24,33f0531f-2ce4-4e7e-b7d4-8d8e8a4d6efd,2
1710739,25.0,EMPLOYED,0.5,0.25,27,42f2824b-6c13-4aeb-b466-041dfa1a58d6,2
1710765,15.0,EMPLOYED,0.5,0.25,25,2005f46f-c834-4121-afa7-f0a4b8c25b9e,2
1710784,28.0,EMPLOYED,1.0,0.0,41,2acdb31b-af63-4296-8ab5-10c9dabadd19,1
1710909,28.0,EMPLOYED,0.0,1.0,36,313f2a46-42f5-47c9-97cc-2816c2103909,2
1710959,15.0,EMPLOYED,1.0,0.0,20,2c08f36c-92c4-42f9-b88c-723a9b9edc28,1
1711088,25.0,UNEMPLOYED,1.0,0.25,26,3d4f3af2-0507-49e5-82a7-3f1b1220c2af,1
1711155,25.0,EMPLOYED,0.5,0.0,35,1bcb65b9-95ef-4133-8a07-7bf6688927b5,2
1711181,28.0,EMPLOYED,0.5,0.5,32,110d35a8-bbcd-407d-962e-9baf4a1e60d2,2
1711338,28.0,EMPLOYED,0.5,0.25,29,454cab5d-8fee-4265-9282-a59bc83760e9,2
1711538,15.0,EMPLOYED,0.5,0.0,29,4b89b341-da19-48de-8ec0-f3f17c239643,1
1711569,15.0,STUDENT,0.5,0.0,33,36c59481-056b-4d4c-80dc-c8b0d5c80d6d,1
1711669,28.0,EMPLOYED,0.0,0.0,29,3b7b534e-5637-4d9d-a8b9-928acf0bd9ae,2
1711673,15.0,STUDENT,1.0,0.0,21,4496e71a-f020-42d8-b5d3-23283dfd1c00,1
1711849,15.0,STUDENT,0.0,0.5,24,1d63ee6b-ec40-4d2b-9bd6-a9fa2e6766b9,2
1711890,28.0,EMPLOYED,0.5,0.25,28,45cc4edb-21dd-43cc-a708-3aee684f8b93,2
1712129,28.0,EMPLOYED,0.0,0.25,38,44c70fdd-85b2-40f6-9b7f-a4d071fe029d,2
1712288,28.0,RETIRED,0.0,0.25,62,2b139b94-7b56-46da-988b-48e04541b8c4,2
1712334,28.0,UNEMPLOYED,0.0,1.0,51,13273668-972e-4d3b-8bf8-b3cbff5db5ca,2
1712788,28.0,EMPLOYED,0.5,0.75,54,466cc88d-3839-436c-9038-4f16344e695d,2
1713040,15.0,EMPLOYED,0.5,0.25,47,493008a8-d9b8-4b5b-8279-d1796980fb37,2
1713196,28.0,EMPLOYED,0.0,0.75,28,2f07a7d5-d149-45d6-88f5-f682c8721ae4,2
1713263,15.0,STUDENT,1.0,0.25,24,20a7ca5b-3e7c-4cdc-9cd5-b703ec9e4260,2
1713285,15.0,EMPLOYED,1.0,0.0,26,2e9d3ca3-ecc5-4b1c-aec1-73a24f10df5e,1
1713306,28.0,EMPLOYED,0.5,0.0,31,2c24aabf-ad77-4fc3-b781-3d3bbfc48449,2
1713312,25.0,EMPLOYED,0.0,0.0,51,38ed6d42-ff93-4fa0-a763-914aae5e9872,2
1713337,25.0,EMPLOYED,0.5,0.5,30,2f58848d-d4dc-44f7-812b-f9e3ac5b39d5,2
1713516,28.0,EMPLOYED,0.5,0.0,29,329967e0-0015-4875-b458-213404c8a637,2
1713696,28.0,UNEMPLOYED,0.0,1.0,42,4db7f8c1-2844-46e5-b02a-97fff816a255,3
1713882,28.0,EMPLOYED,0.0,0.5,31,30b4ed71-c5f3-4849-a847-d6eb7f78872a,2
1714012,15.0,EMPLOYED,0.0,0.0,24,46fafdf5-c026-4709-950a-ec3d19d6db4e,1
1714134,25.0,EMPLOYED,1.0,0.0,26,30cadcd7-28af-4174-be9f-a4b09d017a76,1
1714224,25.0,EMPLOYED,0.5,0.5,27,4b8264b2-9096-4c25-927e-4295d4c08f7f,2
1714422,28.0,EMPLOYED,0.0,0.0,31,1e74f858-0a29-45b7-9bb6-c401e2b7bc2a,2
1714431,15.0,STUDENT,1.0,0.25,21,4dce2bd8-5d95-4f67-84a1-9421171cd4ef,2
1714924,25.0,EMPLOYED,0.0,0.25,31,26e96b7d-1843-4c43-8f80-00aa8e236ec6,2
1714978,28.0,EMPLOYED,0.0,0.25,21,24dde119-3221-4fee-9a1d-94e1806f537c,3
1714991,15.0,EMPLOYED,0.5,0.25,24,22647251-a253-4af9-bc23-606588efe1e0,2
1715106,15.0,UNEMPLOYED,0.5,0.0,27,46016400-6d09-45f0-83a2-58604fb5e2c6,1
1715255,15.0,EMPLOYED,1.0,0.25,23,321a363b-b4c1-4ffa-a7ce-da5a5061e518,2
1715411,25.0,EMPLOYED,0.0,1.0,24,38267523-1993-4c36-8cb4-0d1256f7f7c2,3
1715565,25.0,EMPLOYED,0.5,1.0,26,1455b4db-c3ce-4e24-a15b-befa2f8dbacd,2
1715581,28.0,EMPLOYED,0.0,0.5,37,45e4fdfb-053f-4457-ae9b-42515428b6ca,2
1715696,15.0,STUDENT,0.5,0.0,26,3f79172e-47b6-4f46-a855-9e6dc0c54ebe,1
1715749,15.0,EMPLOYED,0.0,0.0,38,20b38147-8b4d-4cf8-bf40-d20ecf5ff8f1,1
1715784,28.0,EMPLOYED,0.5,1.0,42,164a0c21-74c6-4711-b569-9bcae603da6e,3
1715786,25.0,EMPLOYED,0.0,0.25,47,1a0dc76b-d953-4bd1-b1ef-252d74fa44a0,2
1716175,28.0,EMPLOYED,0.5,0.75,36,4ae510fe-9a76-4f55-abd8-9a1119d8566f,2
1716231,15.0,EMPLOYED,0.0,0.0,32,42f89fb4-4322-45c8-bcfe-124bba3df1e7,1
1716242,28.0,EMPLOYED,0.5,1.0,41,28746f4f-bf7b-4356-b03c-d4ad57890bff,3
1716266,15.0,UNEMPLOYED,0.5,1.0,56,1bf3b629-5d65-46b0-9cb9-eead74744c57,2
1716278,28.0,EMPLOYED,1.0,0.5,30,2aef7768-9bb5-451e-86c4-8d379efe57fa,2
1716297,25.0,EMPLOYED,0.5,0.25,27,2b70fc01-cc95-45e4-8821-63498429266e,2
1716475,28.0,EMPLOYED,1.0,0.0,29,194547db-80ed-439e-a19d-82326e454aa4,1
1716723,25.0,EMPLOYED,0.5,0.0,26,45daa075-70f7-43d4-9455-66c4035557d9,2
1716753,25.0,EMPLOYED,0.5,0.0,27,1b5e1fdf-e7f4-4aa9-af21-cd098e735103,2
1716999,25.0,EMPLOYED,0.0,0.0,36,4df6c120-4f5e-4660-b651-e82ca717c1e0,2
1717003,15.0,UNEMPLOYED,0.5,0.25,22,375da21f-670f-4b96-a882-6251c77cbad5,2
1717027,25.0,EMPLOYED,0.0,0.25,34,11301ac6-ba3c-44fa-9086-842909ab1d1a,2
1717341,28.0,EMPLOYED,0.0,0.25,49,131dc92b-9e80-4c90-89a3-ef91177f8173,2
1717345,25.0,STUDENT,0.5,0.25,28,2894b3cc-493a-4310-877b-599a05d90d14,2
1717490,28.0,EMPLOYED,0.0,0.5,32,13171f19-248c-4ea5-a957-a3862d3d196f,3
1717502,25.0,EMPLOYED,0.0,0.25,38,2ba34f52-24aa-433d-9a66-62a0bf63e0bd,2
1717815,15.0,STUDENT,1.0,0.0,20,1ce05f83-489e-4993-b894-f6b693665e14,1
1717827,25.0,EMPLOYED,0.5,0.25,39,2ea8ebdb-4c68-4a19-85c6-1fe141bcb9a2,2
1717966,28.0,EMPLOYED,0.0,1.0,49,44bafc5c-2864-496f-a9a7-3ad6e85b385f,3
1718338,25.0,EMPLOYED,0.0,0.25,49,3ae209b5-997b-4550-8bfd-81b47318bcf1,2
1718500,25.0,EMPLOYED,0.5,0.0,31,3cdaa3e9-9b88-4e66-ab81-2e4b468d6d09,2
1718514,28.0,STUDENT,0.0,1.0,22,4af9ba2b-b494-4773-b121-f0cf85696c83,3
1718828,15.0,EMPLOYED,0.5,0.0,47,34598309-c72a-440a-aacc-0b57b71d4ebb,1
1718938,25.0,EMPLOYED,0.0,0.75,37,112f10e3-12b7-4ce3-9c43-f686e8a735d5,2
1719201,25.0,EMPLOYED,1.0,0.25,29,25deb374-4c95-4050-a4b5-34333b4e0946,2
1719438,15.0,EMPLOYED,0.0,0.25,23,2f4da5da-4ea9-42fa-962d-c1894d333b17,2
1719471,15.0,STUDENT,0.5,0.0,22,496427f3-d304-4ee3-982b-578d64bd26cf,1
1719524,28.0,EMPLOYED,0.0,0.0,40,1f2e8c99-7496-474b-a7f4-371a2bc9c9be,2
1719545,25.0,EMPLOYED,0.0,0.0,30,1f713e48-430e-4c87-afbf-bbb177f1425d,2
1719607,28.0,EMPLOYED,0.0,1.0,55,177cec9d-cf5e-45c8-bbbe-c7046884be4f,3
1719677,25.0,EMPLOYED,0.5,0.0,36,3fb293d4-07aa-40e1-be46-c07fb763a936,2
1719753,15.0,UNEMPLOYED,1.0,0.25,27,35c405a7-29d3-47ad-a610-5473d19ddbcf,1
1719807,28.0,EMPLOYED,0.0,1.0,43,1be57994-fc01-4266-97c3-adc9e01f9aed,3
1719908,15.0,EMPLOYED,1.0,0.0,32,45de537c-36b6-4e50-8a62-a5438b7f9e40,1
1719912,25.0,EMPLOYED,1.0,0.25,24,2542fab5-452d-4f44-a389-6af041149dae,2
1719989,25.0,EMPLOYED,0.5,0.0,30,14049438-b952-4d08-b123-a00599e83c34,2
1720096,15.0,EMPLOYED,0.5,0.0,28,26150a3a-1cba-47d6-bae1-5362d8cf49b7,1
1720592,15.0,STUDENT,0.0,0.25,30,478229ef-d5c3-4848-80a8-e0fb78bfc924,2
1720688,15.0,EMPLOYED,0.0,0.5,30,29068271-7a75-4d36-9a2e-baf3d1405544,2
1720690,15.0,EMPLOYED,0.5,0.0,22,2171fbb1-47fb-4598-b8c5-6110ebdbad68,1
1720903,25.0,EMPLOYED,0.5,0.0,35,327eba05-b18c-40e6-85bc-8143b44f28e2,2
1721196,25.0,UNEMPLOYED,0.5,0.0,50,41909292-65d6-499d-9825-71ec1043192a,1
1721199,15.0,STUDENT,0.5,0.25,31,491dd4ba-03da-427d-a6f2-f5a10daeca75,2
1721351,15.0,EMPLOYED,1.0,0.0,62,10f7dc64-54e9-4f7f-94bf-9f4c48ef1494,1
1721598,15.0,UNEMPLOYED,1.0,0.0,25,370d8e33-2cd2-4896-b409-b5622f36cdfd,1
1721816,15.0,EMPLOYED,0.5,0.25,36,2446067b-4b03-4340-8fbe-17d7068f4bc2,2
1721926,28.0,UNEMPLOYED,0.5,0.0,32,2b3f27f5-a91f-4de0-a602-b0e0225d788c,1
1722107,28.0,EMPLOYED,0.0,0.5,24,38ca732b-4979-42e5-9256-41dd05f46c7c,3
1722125,28.0,EMPLOYED,0.0,1.0,42,2d78b19c-9545-4088-9181-04812211a058,3
1722218,28.0,EMPLOYED,0.0,1.0,43,4b7efcef-82a8-452a-8e15-58e1471919b7,3
1722315,25.0,EMPLOYED,1.0,1.0,40,1bf5b31a-ad0f-4f67-a4c1-23c89b1bc968,2
1722363,25.0,EMPLOYED,0.5,1.0,30,2e0b3d46-5b23-4c04-9b6a-5e847a6290e3,2
1722532,25.0,EMPLOYED,0.5,0.0,28,46b6cd57-68dd-4e38-ac62-6b183efae43f,2
1722631,28.0,EMPLOYED,1.0,0.25,33,39fb0e73-b9d7-44aa-b9c9-ae321fa25f8e,2
1722689,25.0,EMPLOYED,0.0,0.25,43,4f296e15-6081-46ac-bd25-b80c08783ce5,2
1722733,25.0,EMPLOYED,0.0,0.0,43,43a58453-d492-4fef-bdb4-a3d58d6479b7,2
1722955,25.0,EMPLOYED,0.0,0.0,47,1ea65ffe-1068-4126-9eb7-246fca39340e,2
1723023,25.0,EMPLOYED,0.0,0.25,32,4b1bd0a8-509f-4559-a438-4defb41f43e7,2
1723044,28.0,EMPLOYED,0.0,0.5,54,252f470c-19f7-4263-8ada-062d45998358,2
1723226,28.0,EMPLOYED,0.0,1.0,43,363aa064-5fdf-47eb-b081-edc8bb517977,3
1723415,25.0,EMPLOYED,0.0,0.25,37,20768dda-83ae-4c63-b8e6-a9510dae78aa,2
1723570,15.0,EMPLOYED,1.0,0.0,28,3d81ea9f-b3f6-42a1-8040-c5d3726ccdbe,1
1723648,15.0,STUDENT,0.5,0.0,20,332e527e-d5cd-482d-a89f-243aa43d2efa,1
1723904,25.0,EMPLOYED,0.5,0.0,37,3f23bbe1-5c1c-4aa4-b2bc-a190037e4943,2
1724074,28.0,EMPLOYED,0.0,0.75,32,392dff87-2f18-4e1e-9dca-274c14c4b1f0,2
1724315,28.0,EMPLOYED,0.0,0.25,55,14b60851-2ace-4a75-8b93-d791c818c011,2
1724404,15.0,STUDENT,0.0,0.25,25,21508402-bcfc-409b-8a49-155ab11cffbd,2
1724473,25.0,EMPLOYED,0.5,0.5,23,411b5254-3c57-426d-98ee-dd6c0bdacf79,2
1724539,25.0,EMPLOYED,1.0,0.25,31,36c37c57-0456-4a32-a419-89a444a8386b,2
1724641,15.0,UNEMPLOYED,0.5,0.25,31,39a2f51f-74da-41bb-b1be-7acd0e483d9f,2
1724723,15.0,EMPLOYED,0.0,0.25,23,4a4a26b4-c944-426b-b591-9c1c4ad034b5,2
1724841,15.0,EMPLOYED,0.5,0.5,21,3e6a8e1c-ac0a-4fd3-ae60-ea917022c4e1,2
1725026,25.0,EMPLOYED,0.0,0.5,57,114b9ed1-8836-420d-9924-478eb54fcfb0,2
1725128,25.0,EMPLOYED,0.5,0.5,45,40129f2c-8b55-4455-aed8-2be1e4a25183,2
1725267,25.0,EMPLOYED,0.5,0.25,35,38666f0b-1153-4f13-bdb8-ba685bb935e9,2
1725316,28.0,EMPLOYED,0.0,1.0,25,3bd979f4-1b90-4a1b-9fe7-2ded7c66f67b,3
1725499,28.0,EMPLOYED,0.0,0.75,42,477389ca-f05a-46e7-96eb-ef551d753499,2
1725558,25.0,EMPLOYED,0.0,0.25,27,23a2a3fc-cbf8-422a-8a9c-8cfaccc98149,2
1725669,25.0,EMPLOYED,0.0,0.25,32,1614a459-9200-405c-8488-3d8031565b65,2
1725687,15.0,EMPLOYED,0.5,0.0,28,26f8825a-73d3-4da3-a592-fbb9d468b416,1
1725716,28.0,EMPLOYED,1.0,0.25,29,36907129-5f7e-4372-a8e2-ae234730e150,2
1725752,28.0,EMPLOYED,0.0,0.0,43,3f6d9910-ee16-4367-b141-857e5ef83cd2,2
1725994,25.0,EMPLOYED,0.0,0.25,47,457c3be4-71db-4bd4-8670-1bd4a4d0dfb1,2
1726078,28.0,EMPLOYED,0.0,0.25,30,3a8be46d-2872-45b4-837e-ec767335c47c,3
1726094,15.0,EMPLOYED,0.0,0.25,20,3bafdb13-935a-4e80-bf07-c6507479dc82,2
1726206,28.0,EMPLOYED,0.5,0.25,40,3f7572f0-1c9b-44e7-a14a-38344330c477,2
1726353,15.0,EMPLOYED,0.0,0.0,36,1ff9bc1d-d275-4089-b553-43889c5f049c,1
1726363,15.0,EMPLOYED,0.5,0.0,36,4685ce96-e739-4f19-abb4-7b88903ae6a5,1
1726420,28.0,EMPLOYED,1.0,0.0,29,1687f717-9ae2-4604-b0ef-b76bb7a5c681,1
1726446,15.0,STUDENT,0.5,0.0,25,1b6ea47e-c7fc-4386-8d8f-fd1dd5f242b7,1
1726608,25.0,EMPLOYED,0.0,0.5,58,43bbbcdb-9c09-4084-96f4-c343d889e2e0,2
1726798,15.0,EMPLOYED,1.0,0.0,23,38ff3ab1-5c16-4f4c-a232-c3f3efc64af1,1
1727075,28.0,EMPLOYED,0.0,0.0,29,42e475e6-2ae9-458b-b8e0-f17dc765b6c1,2
1727088,28.0,EMPLOYED,0.0,0.25,27,1489fdfe-b183-4cc9-b411-c53ce243e59e,2
1727104,28.0,EMPLOYED,0.5,0.75,47,1d39dcef-ddf7-49c5-a728-56cfea6fec02,2
1727243,25.0,STUDENT,0.5,0.25,23,1348fab4-7fc1-43b5-adcd-4577189913e3,2
1727259,28.0,UNEMPLOYED,1.0,0.75,32,24cb7f0f-4488-45f6-a4de-347e2995917b,1
1727338,15.0,EMPLOYED,0.5,0.25,28,41fe6212-e347-4804-9209-483a9333b9d2,2
1727799,15.0,STUDENT,0.0,0.0,19,172cb32a-f690-4374-8bdc-7fadb9e81e05,1
1727805,28.0,EMPLOYED,0.0,0.75,48,2513f627-4ac8-45c7-baa9-89173e988ff2,3
1727842,15.0,UNEMPLOYED,1.0,0.0,25,26b9e617-6af6-49be-a4fe-09f3c38864a3,1
