id,name,description,underlying_security,ticker_symbol,last_price,dividend_rate_percent,expense_ratio_percent,one_day_change_percent,year_to_date_change_percent,created_at,updated_at,risk_level,fund_url,inception,last_refresh,long_description,cusip,start_of_year_price,start_of_year_price_year,learn_post_id,inception_price,tags,investment_type,color_code
43,Corporate Cannabis,"Invest in the growing legal marijuana industry—including pure plays, production, and pharmaceuticals.",ETFMG Alternative Harvest ETF,MJ,27.6,0.59,0.75,1.25,-15.26,2018-01-11 21:07:52.122375,2018-07-23 14:30:41.796610,1,http://www.etfmj.com,12/26/2017,2018-07-23 14:15:30.000000,"Mainstream marijuana is a young, volatile industry. This investment combines legal cannabis cultivation, distribution, and medical applications with big tobacco stocks to focus on the benefits global cannabis acceptance may bring. (Warning: This is a high-risk, speculative fund exposed to legal and regulatory uncertainty. Consider how your investment in this product may be treated under any rules, policies and procedures you may be subject to, including by your employer. Marijuana is still considered an illegal substance under federal law. Stash does not condone or encourage the use of marijuana or any other illegal substance.) 
",26924G508,32.57,2018,,30.11,"['marijuana', 'weed', 'cannabis', 'pharmaceuticals']",ETF,
5,Data Defenders,"Protect the world with cybersecurity. As life goes digital, data defenders are in high demand.",First Trust NASDAQ CEA Cybersecurity ETF,CIBR,27.63,0.09,0.6,-0.33,19.46,2015-09-03 15:47:42.688946,2018-07-23 14:30:41.803060,2,https://www.ftportfolios.com/Retail/Etf/EtfSummary.aspx?Ticker=CIBR,7/7/2015,2018-07-23 14:15:17.000000,"Protect the world with cybersecurity. As life goes digital, data defenders are in high demand.",33734X846,23.13,2018,,19.51,"['Cisco', 'cyber', 'cybersecurity', 'palo alto networks', 'akamai technologies', 'juniper networks', 'computer sciences corporation', 'VMware', 'Fortinet', 'Splunk', 'Ahnlab', 'security', 'nxp semiconductors', 'superheroes', 'private', 'data', 'privacy', 'tech']",ETF,
72,Rate Hike Refuge,These bonds protect against rising US interest rates via short-term loans to stable companies.,iShares Floating Rate Bond ETF,FLOT,50.99,1.82,0.2,0.08,0.63,2018-03-26 14:02:51.617610,2018-07-23 14:30:41.809855,1,https://www.ishares.com/us/products/239534/ishares-floating-rate-bond-etf,06/14/2011,2018-07-23 14:14:59.000000,"The US Federal Reserve Bank changes the Federal Funds Rate (the rate at which banks borrow from others banks) as a way to manage inflation. When the Fed raises interest rates, it costs everyone more to borrow money. Generally, this means bonds that were issued in the past lose value. Why? Well, newly issued bonds will now pay more because of higher interest rates. This fund protects against rising interest rates by investing in floating rate bonds, which automatically adjust value to track the Federal Funds Rate.",46429B655,50.67,2018,,,['Rate Hike Refuge'],ETF,
49,Alphabet,Google's parent is the globe's largest media owner and earns most of its money from advertising.,Alphabet Inc.,GOOGL,1202.36,0.0,0.0,0.37,14.14,2018-02-22 17:30:07.397058,2018-07-23 14:30:41.816272,1,https://abc.xyz/investor/,08/19/2004,2018-07-23 14:15:40.000000,"Alphabet is the holding company for Google and a collection of moonshot businesses. Nearly all of its profits come from ads served on Google's global media platforms, including Search, YouTube, and Maps. This is a direct investment in Alphabet stock.",02079K305,1053.4,2018,,54.21,['Alphabet'],STOCK,ed1c24
89,Advanced Micro,This multinational tech company rivals Intel as a supplier for certain microprocessors.,"Advanced Micro Devices, Inc",AMD,16.27,0.0,0.0,-1.42,58.27,2018-05-08 19:05:26.706204,2018-07-23 14:30:41.822722,1,http://ir.amd.com/,09/27/1972,2018-07-23 14:15:39.000000,"Not very computer-savvy? Don't worry, Advanced Micro has it figured out for you. This semiconductor company specializes in microprocessors, motherboard chipsets, and a bunch of other things that make your laptop whir. This is a direct investment in Advanced Micro Devices stock. ",007903107,10.28,2018,,,[''],STOCK,ed1c24
40,Real Estate Tycoon,"Flip the rental equation, and become the landlord with this real estate investment fund.",Vanguard Real Estate ETF,VNQ,80.68,4.39,0.12,-0.49,-2.77,2017-10-11 20:56:35.068895,2018-07-23 14:30:41.829089,2,https://personal.vanguard.com/us/funds/snapshot?FundIntExt=INT&FundId=0986,09/23/2004,2018-07-23 14:15:35.000000,"Buying real estate is a powerful way to diversify and generate income. Invest in these mighty landlords to earn rental revenue from commercial, hotel, and residential properties. (Most dividends are taxed as ordinary income.)",922908553,82.98,2018,,,"['REIT', 'REITs', 'real estate', 'realty', 'hotel', 'hospital', 'residential', 'property', 'dividend', 'yield', 'rent', 'housing', 'retail', 'house', 'mortgage', 'commercial']",ETF,
23,Money Machines,Money makes the world go round. These companies are the leading players in finance.,Vanguard Financials ETF,VFH,70.33,1.81,0.1,0.59,0.41,2015-09-03 15:47:43.180288,2018-07-23 14:30:41.835703,2,https://personal.vanguard.com/us/funds/snapshot?FundId=0957&FundIntExt=INT,1/30/2004,2018-07-23 14:15:31.000000,"It takes money to make money. Invest in some of the biggest companies in finance, including banks, brokers, insurance, and real estate operators. ",92204A405,70.04,2018,,37.52,"['Vanguard', 'Berkshire Hathaway', 'Warren Buffett', 'Goldman Sachs', 'Bank of America', 'Wells Fargo', 'Nasdaq', 'JPMorgan Chase', 'CitiGroup', 'US Bancorp', 'Simon Property', 'American Express', 'banks', 'brokers', 'insurance', 'real estate', 'finance', 'big companies']",ETF,
14,Park my Cash,"Want more interest than you get at the bank? This investment generates interest, with minimal risk.",PIMCO Enhanced Short Maturity Active Exchange Traded Fund,MINT,101.54,1.89,0.35,0.03,-0.02,2015-09-03 15:47:42.929156,2018-07-23 14:30:41.842076,1,http://www.pimcoetfs.com/Funds/Pages/PIMCOEnhancedShortMaturityStrategyFund.aspx,11/17/2009,2018-07-23 14:15:09.000000,"This asset aims to put your cash to work by earning you interest but still keeping risks relatively low. Made up of short-term bonds, it's likely to be steadier than most investments.",72201R833,101.56,2018,,92.48,"['oil', 'Verizon', 'Mexico Government', 'Electricite de France', 'Goldman Sachs', 'HSBC', 'American Express', 'bonds', 'Macquarie', 'Srunsec', 'Chevron Corp', 'Conagra Foods', 'food', 'American Express', 'electricity', 'dividends', 'lower risk']",ETF,
36,Pacific Powerhouses,Journey to the other side of the world. Asia Pacific has a lot to offer the adventurous investor.,Vanguard FTSE Pacific ETF,VPL,69.92,2.7,0.1,-0.09,-4.09,2017-05-26 18:37:33.355208,2018-07-23 14:29:41.578932,2,https://personal.vanguard.com/us/funds/snapshot?FundIntExt=INT&FundId=0962,03/04/2005,2018-07-23 14:14:01.000000,Innovative Japanese companies take center stage in this investment. Look further and you’ll find the banks of Hong Kong and Australia. This investment includes powerhouse companies from the developed economies in Asia P acific.,922042866,72.9,2018,,,"['Samsung', 'Toyota', 'Australia', 'Korea', 'Mitsubishi ']",ETF,
31,Public Works,"America needs schools, highways, hospitals, and sewer systems. This is how we get it done.",iShares National Muni Bond ETF,MUB,109.18,2.31,0.07,-0.05,-1.41,2016-06-21 19:42:57.651712,2018-07-23 14:30:41.852309,1,https://www.ishares.com/us/products/239766/ishares-national-amtfree-muni-bond-etf,9/10/2007,2018-07-23 14:15:25.000000,"An investment in municipal bonds gets the job done, in more ways than one. States and cities use them to fund important building projects and run the day to day. You get a relatively low risk investment in the process -- and muni interest income is exempt from federal taxes.",464288414,110.74,2018,,75.0,"['municipal bonds', 'Blackrock', 'transportation', 'Metropolitan', 'East Bay', 'Massachusetts', 'San Diego', 'Public works']",ETF,
10,Clean & Green,Make your money even greener. Invest in the power of clean energy sources like solar and wind.,iShares Global Clean Energy ETF,ICLN,8.96,2.38,0.48,0.14,-3.86,2015-09-03 15:47:42.828332,2018-07-23 14:27:41.817033,2,https://www.ishares.com/us/products/239738/ishares-global-clean-energy-etf,6/25/2008,2018-07-23 14:12:24.000000,"No one likes polluting the earth, but our energy addiction is hard to break. Clean energy companies to the rescue! Clear the air and invest in companies producing solar, wind, and other forms of renewable energy.",464288224,9.32,2018,,40.43,"['Energy', 'Electric', 'Solar', 'Wind', 'China', 'clean energy', 'environment', 'green energy', 'Meridian Energy', 'Nordex', 'green', 'Verbund AG', 'Covanta Holding Corp', 'Vestas Wind Systems', 'China Longyuan Power', 'China Everbright International', 'Gamesa Corporacion Tecnologica']",ETF,
44,Long-Term Mix,This aggressive blend is specifically built for long-term investing—like planning for retirement.,iShares Core Aggressive Allocation ETF,AOA,53.78,1.95,0.25,-0.26,-0.19,2018-02-08 15:41:37.405795,2018-07-23 14:24:41.887903,1,https://www.ishares.com/us/products/239729/ishares-aggressive-allocation-etf,11/04/08,2018-07-23 14:08:43.000000,"Aggressive investing works by trading short-term stability for long-term value. This mix follows that strategy by focusing on stocks from both mature and emerging economies—while holding relatively few bonds. If you're in for the long haul, you can feel comfortable using your mix as the core of your portfolio.",464289859,53.88,2018,,,"['international stocks', 'bonds', 'us large cap stocks', 'asset allocation']",ETF,
9,Colossal China,"Get a piece of the fastest growing large economy, powered by a population of 1.3 billion.",SPDR S&P China ETF,GXC,102.37,2.21,0.59,-0.56,-4.5,2015-09-03 15:47:42.802354,2018-07-23 14:29:41.590159,3,https://www.spdrs.com/product/fund.seam?ticker=GXC,3/23/2007,2018-07-23 14:14:26.000000,"With innovative entrepreneurs and an ascendant middle class, China has had one of the fastest-growing economies in recent decades. This asset covers a wide range of Chinese stocks open to foreign investors. ",78463X400,107.19,2018,,44.28,"['china', 'china mobile limited', 'bank of china', 'alibaba', 'China Construction Bank', 'baidu inc', 'Ping An', 'JD.com', 'tencent holdings', 'entrepreneurs', 'stocks', 'chinese']",ETF,
71,Inflation Defense,Loan money to the US government while protecting against inflation with these unique bonds.,Vanguard Short-Term Inflation-Protected Securities ETF,VTIP,48.79,0.6,0.07,-0.03,-0.06,2018-03-26 14:01:15.706150,2018-07-23 14:28:41.644165,1,https://personal.vanguard.com/us/funds/snapshot?FundId=3365&FundIntExt=INT&funds_disable_redirect=true,10/12/2012,2018-07-23 14:12:57.000000,"When inflation increases, cold hard cash loses value. Generally, this means that traditional bonds also lose value. Why? Well the bonds' future cash payments have also lost value. This fund protects against this by investing in TIPS (Treasury Inflation Protected Securities), which automatically adjust value to track inflation. ",922020805,48.82,2018,,,['Inflation Defense'],ETF,
39,High Voltage,The world of utilities and power production is undergoing lightning fast change—capitalize on all of it.,Vanguard Utilities ETF,VPU,116.15,3.21,0.1,-0.54,-0.38,2017-10-11 20:56:35.042221,2018-07-23 14:30:41.873794,1,https://personal.vanguard.com/us/funds/snapshot?FundIntExt=INT&FundId=0960,01/26/2004,2018-07-23 14:15:27.000000,"Whether stocks go up or down, people always need electricity, water, and gas. Utility companies are the backbone of America, and this fund offers a practical selection that includes everything from coal to renewables.",92204A876,116.59,2018,,,"['water', 'power', 'gas', 'coal', 'utilities', 'utility', 'solar', 'wind', 'nuclear', 'energy', 'renewable', 'oil', 'clean', 'fuel', 'fossil']",ETF,
65,Ford,The American industrial icon builds and sells millions of automobiles around the world.,Ford Motor Company,F,10.48,5.68,0.0,-0.81,-14.03,2018-03-19 17:53:54.613312,2018-07-23 14:30:41.880354,1,http://shareholder.ford.com,01/17/1956,2018-07-23 14:15:39.000000,"Founded by Henry Ford in 1903 and family-operated ever since, Ford cars have been an international staple for over a century. The Detroit based company now markets vehicles under the Ford, Lincoln, and Troller marques. This is a direct investment in Ford stock.",345370860,12.19,2018,,,['Ford'],STOCK,1c396d
115,AI's Top U.S. Picks,"Built on IBM's Watson AI, this fund holds US stocks picked by artificial intelligence models.",The AI Powered Equity ETF,AIEQ,28.93,0.55,0.75,-0.44,11.83,2018-06-12 14:47:19.796344,2018-07-23 14:22:41.863113,2,http://www.equbotetf.com/,10/18/2017,2018-07-23 14:07:17.000000,"Using IBM's Watson, this AI system mimics a team of 1,000 researchers working 24/7 to analyze millions of data points every day. The system continuously uses this data to construct predictive models for about 6,000 US companies and build a portfolio focused on long-term growth.",26924G813,25.87,2018,,25.22,"[""AI's Top U.S. Picks""]",ETF,
75,Activision Blizzard,The top game company in America is a legendary titan of interactive entertainment.,"Activision Blizzard, Inc.",ATVI,79.75,0.43,0.0,0.13,26.59,2018-04-23 16:58:21.971722,2018-07-23 14:30:41.890447,1,https://investor.activision.com/investor-relations,11/05/93,2018-07-23 14:15:34.000000,"Spawned in a 2007 merger, Activision Blizzard runs renowned studios, Major League Gaming, and famed franchises Call of Duty, Destiny, Warcraft, StarCraft, Diablo, Hearthstone, Overwatch, and Candy Crush, among others. This is a direct investment in Activision Blizzard stock.",00507V109,63.0,2018,,,['Activision Blizzard'],STOCK,1f1f1f
1,Conservative Mix,Looking for an all-in-one conservative option to make it easy? This diverse collection is tailored to your goals.,iShares Core Conservative Allocation ETF,AOK,34.06,2.13,0.25,-0.12,-1.7,2015-09-03 15:47:42.456389,2018-07-23 14:27:41.857820,1,https://www.ishares.com/us/products/239733/ishares-conservative-allocation-etf,11/19/2008,2018-07-23 14:12:37.000000,"Your mix is a healthy blend of stocks and bonds that reflects your conservative investing profile and gives you strong diversification. You can feel comfortable only investing here. Or, you can use your mix as the core of your portfolio and supplement it with other investments that align with your beliefs.",464289883,34.65,2018,,19.84,"['low risk', 'bonds']",ETF,
116,BLOK,These companies are actively involved in the development and utilization of blockchain technologies.,Amplify Transformational Data Sharing ETF,BLOK,20.39,0.0,0.7,0.14,0.0,2018-06-12 14:51:01.142652,2018-07-23 14:18:41.885373,2,https://amplifyetfs.com/blok,01/17/2018,2018-07-23 14:03:06.000000,"The “blockchain” is a peer-to-peer shared, distributed ledger that facilitates the process of recording transactions and tracking assets in a business network. BLOK does not invest directly in blockchain technology, but invests in companies actively involved in the development and utilization of blockchain technology. BLOK is also comprised of companies that are partnering with and/or directly investing in companies that are actively engaged in this technology, as well as companies acting as members of multiple consortiums dedicated to this technology.",032108607,20.39,2018,,20.39,['BLOK'],ETF,
111,Gilead Sciences,"Operating in over 35 countries, this biopharmaceutical company specializes in antiviral drugs.","Gilead Sciences, Inc.",GILD,77.3,2.82,0.0,-0.09,8.66,2018-05-30 17:30:39.067570,2018-07-23 14:30:41.904404,1,http://investors.gilead.com/phoenix.zhtml?c=69964&p=irol-irhome,01/22/1992,2018-07-23 14:15:39.000000,"Perhaps best-known for the flu drug Tamiflu, Gilead Sciences markets a 24 drug portfolio that contains a number of category firsts—such as complete treatment regimens for HIV and chronic hepatitis C available in once-daily pills. This is a direct investment in Gilead Sciences stock.",375558103,71.14,2018,,,['Gilead Sciences'],STOCK,c5103d
3,Aggressive Mix,Looking for an all-in-one aggressive option to make it easy? This diverse collection is tailored to your goals.,iShares Core Growth Allocation ETF,AOR,44.59,2.01,0.25,-0.16,-0.73,2015-09-03 15:47:42.630060,2018-07-23 14:26:41.617219,2,https://www.ishares.com/us/products/239756/ishares-growth-allocation-etf,11/19/2008,2018-07-23 14:11:21.000000,"Your mix is a healthy blend of stocks and bonds that reflects your aggressive investing profile and gives you strong diversification. You can feel comfortable only investing here. Or, you can use your mix as the core of your portfolio and supplement it with other investments that align with your beliefs.",464289867,44.92,2018,,19.04,['bonds'],ETF,
20,Social Media Mania,"Addicted to social media? Join the club. With 2 billion users, these companies keep us hooked.",Global X Social Media Index ETF,SOCL,36.05,1.35,0.65,-0.84,9.41,2015-09-03 15:47:43.101150,2018-07-23 14:28:41.666909,2,http://www.globalxfunds.com/SOCL,11/15/2011,2018-07-23 14:13:21.000000,"How'd we function before Facebook, Instagram, and Twitter? With 2 billion on social media, these companies are LOL'ing all the way to the bank. Invest if you can't get enough of these platforms.",37950E416,32.95,2018,,14.44,"['Alphabet', 'Twitter', 'Facebook', 'Linkedin', 'Yahoo', 'social media', 'Google', 'Tencent Holdings LTD', 'Netease.com', 'Yandex', 'United Internet', 'Nexon', 'Instagram', 'snapchat']",ETF,
51,Microsoft,"The longtime software market leader builds business, cloud, and personal computing solutions.",Microsoft Corporation,MSFT,107.48,1.55,0.0,1.14,26.24,2018-02-22 21:28:23.841494,2018-07-23 14:30:41.918329,1,https://www.microsoft.com/en-us/investor,03/13/1986,2018-07-23 14:15:39.000000,"In 1983, Microsoft's Windows ushered in a new era for software. Today, the tech titan aims to transform business productivity and personal computing with products like Office, Skype, Xbox, and LinkedIn. This is a direct investment in Microsoft stock.",594918104,85.14,2018,,,['Microsoft'],STOCK,575352
25,Wireless Wonders,Invest in the telecom ties that bind us together. These companies connect us to the world. ,Vanguard Telecommunication Services ETF,VOX,85.66,4.05,0.1,-0.36,-6.02,2015-09-03 15:47:43.231129,2018-07-23 14:23:41.899660,2,https://personal.vanguard.com/us/funds/snapshot?FundId=0959&FundIntExt=INT,9/29/2004,2018-07-23 14:08:09.000000,"Whether you're hearing a friend's voice from a thousand miles away, burning through your data plan on a long road trip, or over-analyzing texts from your latest Tinder date, telecom companies keep us connected.",92204A884,91.15,2018,,33.97,"['vanguard', 'Verizon', 'AT&T', 'communication', 'disney', 'sprint', 'Level 3 Comm', 'CenturyLink', 'SBA Comm Corp', 'T-mobile', 'Frontier Communications', 'Global Star', 'PDV Wireless', 'Telephone & Data', 'data', 'telecom']",ETF,
2,Moderate Mix,Looking for an all-in-one moderate option to make it easy? This diverse collection is tailored to your goals.,iShares Core Moderate Allocation ETF,AOM,37.58,2.06,0.25,-0.23,-1.21,2015-09-03 15:47:42.587004,2018-07-23 14:30:41.928921,1,https://www.ishares.com/us/products/239765/ishares-moderate-allocation-etf,11/11/2008,2018-07-23 14:15:21.000000,"Your mix is a healthy blend of stocks and bonds that reflects your moderate investing profile and gives you strong diversification. You can feel comfortable only investing here. Or, you can use your mix as the core of your portfolio and supplement it with other investments that align with your beliefs.",464289875,38.04,2018,,19.92,['bonds'],ETF,
16,Water the World,Don't take water for granted. Water changes everything and these companies supply it.,Invesco Water Resources ETF,PHO,30.86,0.51,0.61,-0.66,1.95,2015-09-03 15:47:42.986086,2018-07-23 14:03:41.766044,2,https://www.invesco.com/portal/site/us/financial-professional/etfs/product-detail?productId=pho,12/6/2005,2018-07-23 13:47:45.000000,"Water is essential to life, and demand for it is only growing along with the world's population. If water becomes more valuable over time, these global water companies may stand to profit.",46137V142,30.27,2018,,14.17,"['water', 'energy', 'environment', 'Pentair', 'Ecolab', 'American Water Works', 'Roper Technologies', 'HD Supply Holdings', 'Pattern Energy group', 'Valmont Industries', 'Xylem Inc', 'valuable resource']",ETF,
35,Uncle Sam,"Uncle Sam wants you... to preserve your capital and earn interest, with U.S. Treasury bonds.",Vanguard Intermediate-Term Government Bond ETF,VGIT,62.45,1.85,0.07,-0.11,-2.33,2016-09-13 22:49:04.711891,2018-07-23 14:30:41.939520,1,https://personal.vanguard.com/us/funds/snapshot?FundId=3143&FundIntExt=INT,11/19/2009,2018-07-23 14:15:01.000000,"Backed by the full faith and credit of the U.S. government, treasury debt is considered pretty much risk-free. Want to preserve your capital and earn monthly coupon payments? Hold this investment for the long term.",92206C706,63.94,2018,,,[],ETF,
34,Young Money,"80 Million strong. Powerful, opinionated, and optimistic. Companies, meet the Millennial generation.",Global X Millennials Thematic ETF,MILN,22.8,0.21,0.5,-0.35,18.38,2016-07-14 18:41:50.660760,2018-07-23 14:23:41.916779,1,http://www.globalxfunds.com/funds/miln/,5/4/2016,2018-07-23 14:07:56.000000,"80 million Millennials are entering their prime spending years, and everyone wants in on the action. These companies could stand to benefit from the unique preferences and spending power of America's largest generation.",37954Y764,19.26,2018,,14.9,"['Paypal', 'Expedia', 'Facebook', 'Netflix', 'Home depot', 'Millenial', 'Intuit', 'Mint', 'electronic payments']",ETF,
8,Copy the Experts,Professional investors use big brains and big bucks to find investments. Follow their lead.,Global X Guru Fund,GURU,31.97,0.5,0.75,-0.62,7.64,2015-09-03 15:47:42.776557,2018-07-23 14:03:41.780851,2,http://www.globalxfunds.com/GURU,6/5/2012,2018-07-23 13:47:40.000000,"You used to need millions to invest in hedge funds. Now you can follow their lead, on your budget. Invest in the holdings of some of the top hedge funds",37950E341,29.7,2018,,14.24,"['Yahoo', 'nike', 'netflix', 'yahoo', 'pandora', 'energy', 'Dycom', 'american tower corp', 'cdk Global', 'Cheniere Energy', 'Dr Horton Inc', 'Celanese Corp', 'Bank of New York Mellon']",ETF,
41,Combat Carbon,"From big names to small players, back the companies that actively curb their carbon footprints.",iShares MSCI ACWI Low Carbon Target ETF,CRBN,117.61,2.16,0.2,-0.24,0.6,2017-10-11 20:56:35.102682,2018-07-23 13:45:41.909670,2,https://www.ishares.com/us/products/271054/ishares-msci-acwi-low-carbon-target-etf,12/08/2014,2018-07-23 13:30:00.000000,Looking to enlist your dollars in the fight against climate change? Look no further. This diverse collection of well-known brands and smaller companies does great business with relatively small carbon footprints.,46434V464,116.91,2018,,95.59,"['carbon', 'footprint', 'greenhouse', 'green', 'clean', 'co2', 'environment', 'environmental', 'EPA', 'climate', 'warming', 'responsible', 'emissions', 'fossil', 'wind', 'solar']",ETF,
73,Gamers FTW!,No playing around here. Campaign your cash in the name of video games and VR.,ETFMG Video Game Tech ETF,GAMR,49.38,1.15,0.75,-0.92,3.05,2018-04-23 16:49:11.466656,2018-07-23 14:27:41.914560,1,http://www.etfmgfunds.com/gamr/,03/09/16,2018-07-23 14:12:06.000000,"Power up your portfolio with an investment in the global gaming industry. This fund includes the studios, hardware providers, and support companies that bring video games, educational software, and VR simulations to life. Brought to you by Vault winner: imatv.",26924G706,47.92,2018,,,['Gamers FTW!'],ETF,
32,All That Glitters,"Wedding rings, electronics, and a hedge against inflation. Own a piece of gold, silver, platinum, and palladium.",ETFS Physical Precious Metals Basket Shares,GLTR,59.63,0.0,0.6,-0.25,-8.28,2016-06-21 19:42:57.711649,2018-07-23 14:02:41.651240,2,https://www.etfsecurities.com/institutional/us/en-us/products/product/etfs-physical-precious-metals-basket-shares-gltr-arca,10/22/2010,2018-07-23 13:47:40.000000,Precious metal coins have been an indicator of wealth for millennia - far longer than that tattered bill in your wallet. An investment in precious metals may protect you from paper money losing its value over time. ,26922W109,65.01,2018,,75.7,"['Gold', 'Silver', 'precious metals', 'Platinum', 'Coins', 'Palladium']",ETF,
12,Do the Right Thing,Do well by doing good. These companies make positive impacts on society and the environment. ,iShares MSCI USA ESG Select Fund,SUSA,115.11,1.49,0.25,-0.31,3.64,2015-09-03 15:47:42.879179,2018-07-23 14:23:41.938565,1,https://www.ishares.com/us/products/239692/ishares-msci-usa-esg-select-etf,1/28/2005,2018-07-23 14:07:42.000000,"It's easy to talk about making the world a better place - these companies actually do it. This asset includes socially responsible businesses that make positive impacts on environmental, social, and governance issues.",464288802,111.07,2018,,41.24,"['oil', 'energy', 'Apple', 'Microsoft', 'Time Warner Cable', 'nike', 'netflix', 'disney', 'Tesla', '3M', 'Accenture', 'ecolab', 'entertainment', 'Northern Trust Corp', 'Chubb', 'Marsh & McLennan', 'world', 'social responsibility', 'environmental', 'social', 'governance']",ETF,
33,Raw Earth,It takes a lot to sustain 7 billion lives - these companies process the stuff of the Earth and use it to fuel our world.,SPDR S&P Global Natural Resources ETF,GNR,48.89,2.54,0.4,-0.04,-0.37,2016-06-21 19:42:57.738393,2018-07-23 14:29:41.638458,2,https://www.spdrs.com/product/fund.seam?ticker=GNR,9/14/2010,2018-07-23 14:14:26.000000,"Everything starts with raw materials. Oil and natural gas, seeds, fertilizers, and metals -- these are the materials that we need to fuel our everyday lives. This investment covers the global world of energy, agribusiness, and mining.",78463X541,49.07,2018,,42.43,"['Oil', 'Exxon', 'raw materials', 'Exxon Mobil', 'BHP', 'Shell', 'Earth', 'Chevron']",ETF,
6,Equality Works,Show your support for LGBT rights in the workplace. These companies champion equality for all.,Workplace Equality Portfolio,EQLT,37.23,1.14,0.75,-0.05,2.76,2015-09-03 15:47:42.719990,2018-07-23 14:02:41.661246,2,http://www.eqltfund.com/,2/25/2014,2018-07-23 13:47:39.000000,"Equality works better for everyone. These companies support their lesbian, gay, bisexual, and transgender (LGBT) employees with equal rights, inclusive policies, and respect. ",00162Q650,36.23,2018,,23.99,"['Virgin', 'Virgin America', 'Yelp', 'nike', 'disney', 'sprint', 'equality', 'gay', 'tesla', 'the chemours company', 'st jude medical', 'nvidia corp', 'genworth finanical', 'Mckesson', 'electronic arts', 'transportation', 'lgbt', 'policy']",ETF,
42,Women Who Lead,Hail the power of women in power—studies show gender diversity is just better business.,SPDR® SSGA Gender Diversity Index ETF,SHE,74.57,1.85,0.2,-0.13,5.25,2017-10-19 22:20:00.596268,2018-07-23 14:03:41.798737,1,https://us.spdrs.com/en/etf/spdr-ssga-gender-diversity-index-etf-SHE,03/07/2016,2018-07-23 13:47:46.000000,"Data shows gender diversity is linked to improved company performance. Focused on large businesses with more women leaders, this fund also donates some of its profits (not your profits) to NPOs that empower women.",78468R747,70.85,2018,,59.41,"['women', 'woman', 'gender', 'equality', 'leadership', 'diversity', 'power', 'large businesses']",ETF,
15,Enjoy Yourself,Look forward to holidays away or nights out on the town? These companies fuel your fun.,Invesco Dynamic Leisure and Entertainment ETF,PEJ,48.0,0.99,0.61,-0.15,8.62,2015-09-03 15:47:42.955651,2018-07-23 13:48:41.895692,2,https://www.invesco.com/portal/site/us/financial-professional/etfs/product-detail?productId=pej,6/23/2005,2018-07-23 13:33:39.000000,"Whether you're living it up on a holiday weekend or binge-watching your latest obsession, these leisure, hospitality, food, beverage, and entertainment companies aim to please.",46137V720,44.19,2018,,13.12,"['McDonalds', 'Carnival', 'Priceline', 'Southwest Airlines', 'Virgin America', 'Starbucks', 'Delta Air Lines', 'American Air Lines', 'travel', 'green energy', 'food', 'transportation', 'plane', 'beverage', 'hospitality']",ETF,
