,eq_nr,fault_ts,f_6062_cnt,oil_pres,oil_temp,rpm,water_press,manifold_temp,manifold_press,crankcase_press,turbo_speed,notch,gross_hp,48h,48h_score
3351098,8000,2017-12-06 17:02:00,0,-0.9197081009128397,0.3645758240695821,-0.6971625794466311,-0.8068904829962836,-0.23030371303219566,-0.5725399318024106,0.6084249182582435,-0.6826527652164972,-0.7689949586663918,-0.6803916956322931,,0.0
3351099,8000,2017-12-10 20:42:00,0,0.582041401837077,-0.991511231437436,-0.05338023780518538,-0.5518632730456836,-1.05648114149248,-0.5949849132395183,0.6230269056621481,-0.606776140902498,0.12438641169810015,-0.670034795269599,,0.0
3351100,8000,2017-12-10 20:44:00,0,-0.16173953732451044,-0.9096641573821775,-0.3022132789842003,-0.8806325861257739,-0.6739492042950149,-0.583290278898501,0.6814348552777664,-0.5951614503225505,0.12438641169810015,-0.4978116750700765,,0.0
3351101,8000,2017-12-10 20:57:00,0,2.0347818495077816,-0.4024074402776734,1.4560055202819195,1.0271884864329,0.4972794704331401,0.14780596111602945,-0.9412903536083205,0.5959533502604966,-0.17340737842339718,-0.5582286637552698,,0.0
3351102,8000,2017-12-11 16:01:00,0,-0.39118143808564015,-0.4228222996477152,-0.22165392045201554,-0.762738787625336,-0.30686732290058927,-0.5540900117861473,0.65984930868069,-0.4738503449536135,-0.7689949586663918,-0.6489476321065883,,0.0
3351103,8000,2017-12-11 21:23:00,0,-0.9644397830226307,0.5048529276085801,-0.6925240224590556,-0.8149605942031589,-0.5704338304146539,-0.5742832313315063,0.6141387394162932,-0.6488017330471539,-0.7689949586663918,-0.6570018413423656,,0.0
3351104,8000,2017-12-12 16:00:00,0,1.7124878207308738,-3.004382590740007,-0.6961272178721685,-1.4738149993644605,-1.1292108486245636,-0.6088586719919054,0.6630236537684953,-0.7967345687657278,-0.7689949586663918,-0.6763370953310136,,0.0
3351105,8000,2017-12-12 16:01:00,0,1.3269368677583022,-2.8172901617154817,-0.6963500605951488,-1.1748407707764204,-1.4823876797962545,-0.6018854738755225,0.649691404399713,-0.766538158497542,-0.17340737842339718,-0.6507218272559098,,0.0
3351106,8000,2017-12-12 16:02:00,0,1.148913809664791,-2.7078605111216567,-0.6963397755463959,-1.1719752965073122,-1.5680496558597705,-0.6044277856887871,0.6458821902943466,-0.7760139744229346,-0.7689949586663918,-0.6734946205248986,,0.0
3351107,8000,2017-12-12 16:03:00,0,0.9961633989046899,-2.6268390379968043,-0.6953592675652824,-1.169636133838653,-1.6245854156131132,-0.6036287734046182,0.650326273417274,-0.7732447526411445,-0.7689949586663918,-0.6737985201834285,,0.0
3351108,8000,2017-12-12 16:04:00,0,0.8608237034708243,-2.543584689628354,-0.6919120620582558,-1.1684080734376066,-1.655914695435942,-0.60134069277268,0.6458821902943466,-0.7582921233013257,-0.17340737842339718,-0.6522369841248653,,0.0
3351109,8000,2017-12-12 16:05:00,0,0.8854336592174232,-2.5342966791612858,-0.6783375118791689,-1.1506889162225111,-1.6558288617925923,-0.5928057888281488,0.6636585227860564,-0.7246141674933443,-0.17340737842339718,-0.6327772759903431,,0.0
3351110,8000,2017-12-12 16:06:00,0,0.7098203887123178,-2.438001588823921,-0.6989007526858777,-1.1605718784975974,-1.6271604249136198,-0.6020307488362804,0.6490565353821518,-0.7692382022418368,-0.17340737842339718,-0.6741869328898541,,0.0
3351111,8000,2017-12-12 16:10:00,0,0.5506539184980855,-2.3111967913765494,-0.7010263294281517,-1.1646654131677514,-1.4928021618560807,-0.5991252496211208,0.6636585227860564,-0.760190712571373,-0.17340737842339718,-0.6494761280841839,,0.0
3351112,8000,2017-12-12 16:16:00,0,1.2922660488301074,-2.0739115785148363,-0.21805758173807138,-0.8167149662046536,-1.161884855526546,-0.6028297611204493,0.6801651172426442,-0.6203081263888173,0.12438641169810015,-0.5195668386253601,,0.0
3351113,8000,2017-12-12 16:23:00,0,0.3991084015321877,-1.7002521028760442,-0.4764900017531623,-0.9900469199523212,-0.7404988891058826,-0.6012317365521115,0.6630236537684953,-0.7073007555817297,0.12438641169810015,-0.6661587721962365,,0.0
3351114,8000,2017-12-12 16:24:00,0,0.4417616418469777,-1.6482017169454422,-0.29800326569466384,-0.9480589500498833,-0.68384868449474,-0.6081322971881155,0.649691404399713,-0.6705124790727325,0.12438641169810015,-0.6633779456065662,,0.0
3351115,8000,2017-12-12 16:26:00,0,0.6672575154320926,-1.610224074146762,-0.2094147124360183,-0.8578257501063439,-0.619530674410978,-0.6014496489932484,0.6725466890319114,-0.626290123251633,0.12438641169810015,-0.5676188737755931,,0.0
3351116,8000,2017-12-12 16:27:00,0,0.4013675773963186,-1.557423141915791,-0.26780979090562007,-0.9213340165604489,-0.5562426680474178,-0.6050088855318189,0.6535006185050793,-0.6572312147469752,0.12438641169810015,-0.6709835410607042,,0.0
3351117,8000,2017-12-12 16:42:00,0,0.8900725003251052,-0.9969526921151118,0.10651798680716919,-0.39011017450788044,-0.09085265380254398,-0.6012317365521115,0.6325499409255642,-0.5568796107952938,0.12438641169810015,-0.572359129592165,,0.0
3351118,8000,2017-12-12 16:43:00,0,0.07881750868814284,-0.9695577521516375,-0.21171513500709244,-0.8074167945967322,-0.36901088068614596,-0.5989073371799838,0.6719118200143503,-0.6016749497922332,0.12438641169810015,-0.5365765366556401,,0.0
3351119,8000,2017-12-12 23:29:00,0,-0.4465161855844184,0.3106490723880578,-0.21750218910541258,-0.49057721112680525,-0.06601811965988147,-0.5894644647307152,0.6268361197675145,-0.612836898339312,-0.7689949586663918,-0.6526424730978178,,0.0
3351120,8000,2017-12-13 03:03:00,0,-0.8309676729697798,-1.0217207200272955,-0.7781024847826743,-1.4601016582194442,1.137655672254655,-0.6012317365521115,0.5982670139772666,-0.821196815443947,-0.7689949586663918,-0.691832794205323,,0.0
